ort;kanton;name;baujahr;konfession;bautypus;architekt;infolink;id
Lugano;TI;Cristo Risorto;1974 - 1976;Römisch-katholisch;Kirche;Tami, Rino;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f0400/460_ti_lugano_cristo_risorto/index_ger.html;460
Fribourg;FR;Centre paroissial et Eglise St-Paul;1975 - 1977;Römisch-katholisch;Gemeindezentrum;Schaller, Georges;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f0400/461_fr_fribourg_centre_paroissial_et_eglise_st_paul/index_ger.html;461
Châtelaine (Vernier);GE;Sainte-Marie-du-Peuple;1977;Römisch-katholisch;Kirche;"Francesco, Werner; Vicari, Jacques";https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f0400/462_ge_chtelaine_vernier_sainte_marie_du_peuple/index_ger.html;462
Lugano;TI;San Nicolao (Albonago);1978;Römisch-katholisch;Kapelle;Prati, Erico;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f0400/463_ti_lugano_san_nicolao_albonago/index_ger.html;463
Zürich;ZH;Heilig Kreuz;1978 - 1979;Römisch-katholisch;Kirche;Ercsi, Dezsò;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f0400/464_zh_zuerich_heilig_kreuz/index_ger.html;464
Bern;BE;St. Mauritius;1989;Römisch-katholisch;Kirche;Egli, Willi;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f0400/467_be_bern_st_mauritius/index_ger.html;467
Genève;GE;Sainte-Trinité;1989 - 1991;Römisch-katholisch;Kirche;Brunoni, Ugo;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f0400/468_ge_genve_sainte_trinit/index_ger.html;468
Lugano;TI;Chiesa San Massimiliano Kolbe;1997;Römisch-katholisch;Kirche;Finzi, Alberto;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f0400/469_ti_lugano_chiesa_san_massimiliano_kolbe/index_ger.html;469
Fribourg;FR;Couvent des Soeurs Carmélites de Saint-Joseph;1997 - 1998;Römisch-katholisch;Kloster;"Simonet, Pierre-André; Chappuis, Yvan";https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f0400/470_fr_fribourg_couvent_des_soeurs_carmlites_de_saint_joseph/index_ger.html;470
Fribourg;FR;Chapelle conventuelle Notre-Dame-du-Mont-Carmel;1999 - 2000;Römisch-katholisch;Kapelle;"Simonet, Pierre-André; Chappuis, Yvan";https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f0400/471_fr_fribourg_chapelle_conventuelle_notre_dame_du_mont_carmel/index_ger.html;471
Lausanne;VD;Centre oecuménique et de quartier du Bois-Gentil;2001 - 2002;Ökumenisch;Gemeindezentrum;Merz, Jean-Pierre;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f0400/472_vd_lausanne_centre_oecumnique_et_de_quartier_du_bois_gentil/index_ger.html;472
Lausanne;VD;Ste-Marie-du-Servan;1960;Christkatholisch;Kapelle;Dumas, Jacques;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f0400/473_vd_lausanne_chapelle_du_foyer_du_servan_eglise_ste_marie_du_servan/index_ger.html;473
Fribourg;FR;Eglise néo-apostolique;1973;Neuapostolisch;Kirche;Schlup, Fritz;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f0400/474_fr_fribourg_eglise_no_apostolique/index_ger.html;474
Lugano;TI;Chiesa Battista (Capella Bethel);1962;Baptisten;Kirche;;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f0400/475_ti_lugano_chiesa_battista_capella_bethel/index_ger.html;475
Bern;BE;Michaelkirche;1999;Christengemeinschaft;Kirche;;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f0400/476_be_bern_michaelkirche/index_ger.html;476
Lausanne;VD;Chapelle la Croisée;1964;Evangelische Stadtmission;Kapelle;D'Okolski, Laurent;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f0400/477_vd_lausanne_chapelle_la_croise/index_ger.html;477
Bern;BE;Bewegung Plus Bern;1977;Gemeinde für Urchristentum;Kapelle;;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f0400/478_be_bern_bewegung_plus_bern/index_ger.html;478
Zürich;ZH;Kirche Agios Dimitrios;1983 - 1985;Griechisch-orthodox;Kirche;Ferrier, Marcel;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f0400/479_zh_zuerich_kirche_agios_dimitrios/index_ger.html;479
Bern;BE;Saal der Heilsarmee;1965;Heilsarmee;Kirche;;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f0400/480_be_bern_saal_der_heilsarmee/index_ger.html;480
Basel;BS;Zinzendorfhaus;1957;Herrenhuter;Kapelle;Sarasin, Peter;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f0400/481_bs_basel_zinzendorfhaus/index_ger.html;481
Zürich;ZH;Lutheranerkirche;1959;Lutheranisch;Kirche;Steinbrüchel, Franz;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f0400/482_zh_zuerich_lutheranerkirche/index_ger.html;482
Genève;GE;Eglise néo-apostolique;1950;Neuapostolisch;Kirche;Moser, Werner Max;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f0400/483_ge_genve_eglise_no_apostolique/index_ger.html;483
Zürich;ZH;Neuapostolische Kirche (heute: Maria Himmelfahrt);1953;Neuapostolisch;Kirche;;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f0400/485_zh_zuerich_neuapostolische_kirche_heute_maria_himmelfahrt/index_ger.html;485
Zürich;ZH;Neuapostolische Kirche Zürich-Seebach;1966;Neuapostolisch;Kirche;;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f0400/486_zh_zuerich_neuapostolische_kirche_zuerich_seebach/index_ger.html;486
Bern;BE;Gemeindezentrum Holenacker;1997;Pfingstgemeinde;Kapelle;;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f0400/487_be_bern_gemeindezentrum_holenacker/index_ger.html;487
Fribourg;FR;Espace de rencontre (Instituts universitaires de sciences naturelles);1989;Multireligiös;Multireligiöser Raum;Magnin, Claude;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f0400/496_fr_fribourg_espace_de_rencontre_instituts_universitaires_de_sciences_naturelles/index_ger.html;496
Bern;BE;Haus der Religionen;2014;Multireligiös;Multireligiöser Raum;"Bauart Architekten; Urbanoffice Amsterdam";https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f0400/497_be_bern_haus_der_religionen/index_ger.html;497
Bonfol;JU;Temple réformée;1954;Evangelisch-reformiert;Kirche;Kleiber, Charles;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f0500/500_ju_bonfol_temple_rforme/index_ger.html;500
La Chaux-de-Fonds;NE;Temple St-Jean;1963 - 1972;Evangelisch-reformiert;Kirche;"Gaillard, André;  Grataloup, Daniel";https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f0500/501_ne_la_chaux_de_fonds_temple_st_jean/index_ger.html;501
Pully;VD;Temple réformé de La Rosiaz;1951 - 1953;Evangelisch-reformiert;Kirche;Lavenex, Paul;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f0500/502_vd_pully_temple_rform_de_la_rosiaz/index_ger.html;502
Prilly;VD;Temple St-Etienne;1962 - 1964;Evangelisch-reformiert;Kirche;Cahen, Jean-Pierre;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f0500/503_vd_prilly_temple_st_etienne/index_ger.html;503
Yverdon-les-Bains;VD;Temple de Fontenay;1963 - 1965;Evangelisch-reformiert;Kirche;"Beauclair, Henri; Taverney, Marcel";https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f0500/504_vd_yverdon_les_bains_temple_de_fontenay/index_ger.html;504
La Neuveville;BE;Maison de paroisse réformée;1960;Evangelisch-reformiert;Gemeindezentrum;"Baumann, Rodolphe; Tschumi, Alain-G.";https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f0500/506_be_la_neuveville_maison_de_paroisse_rforme/index_ger.html;506
Vicques;JU;Notre-Dame-du-Rosaire;1958 - 1962;Römisch-katholisch;Kirche;Dumas, Pierre;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f0500/507_ju_vicques_notre_dame_du_rosaire/index_ger.html;507
Bassecourt;JU;St-Pierre;1951 - 1953;Römisch-katholisch;Kirche;Gerster, Alban;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f0500/508_ju_bassecourt_st_pierre/index_ger.html;508
Le Noirmont;JU;Nouvelle église St-Hubert;1962 - 1969;Römisch-katholisch;Kirche;Dumas, Pierre;;509
Biel;BE;Christ-Roi;1967 - 1968;Römisch-katholisch;Gemeindezentrum;Moser, Walter;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f0500/511_be_biel_christ_roi/index_ger.html;511
Biel;BE;St-Nicolas-de-Flüe;1957 - 1958;Römisch-katholisch;Gemeindezentrum;Baur, Hermann;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f0500/512_be_biel_st_nicolas_de_fluee/index_ger.html;512
Corgémont;BE;St-Nicolas-de-Flüe;1958 - 1959;Römisch-katholisch;Kirche;Bueche, Jeanne;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f0500/513_be_corgmont_st_nicolas_de_fluee/index_ger.html;513
Malleray (Valbirse);BE;St-Georges;1971 - 1972;Römisch-katholisch;Gemeindezentrum;Sperisen, Hansjörg;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f0500/515_be_malleray_valbirse_st_georges/index_ger.html;515
Moutier;BE;Notre-Dame-de-la-Prévôté;1961 - 1968;Römisch-katholisch;Kirche;"Baur, Hermann; Baur, Hanspeter";https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f0500/516_be_moutier_notre_dame_de_la_prvt/index_ger.html;516
Neuchâtel;NE;St-Nicolas;1969;Römisch-katholisch;Kirche;Weber, Edouard;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f0500/517_ne_neuchtel_st_nicolas/index_ger.html;517
Peseux;NE;Notre-Dame-de-Compassion;1953 - 1956;Römisch-katholisch;Kirche;"Billeter, Maurice; Billeter, Béate";https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f0500/518_ne_peseux_notre_dame_de_compassion/index_ger.html;518
Fleurier (Val-de-Travers);NE;Notre-Dame;1971 - 1973;Römisch-katholisch;Kirche;Gertsch, Pierre;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f0500/519_ne_fleurier_val_de_travers_notre_dame/index_ger.html;519
Renens;VD;St-François d'Assise;1963 - 1966;Römisch-katholisch;Kirche;Dumas, Pierre;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f0500/520_vd_renens_st_franois_d_assise/index_ger.html;520
Givrins;VD;Notre-Dame;1964;Evangelisch-reformiert;Kirche;Auclair, Marcel;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f0500/521_vd_givrins_notre_dame/index_ger.html;521
Cossonay;VD;Chapelle catholique de St-Pierre et Paul;1964;Römisch-katholisch;Kirche;"Schmid, Bruno; Knecht, Richard";https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f0500/522_vd_cossonay_chapelle_catholique_de_st_pierre_et_paul/index_ger.html;522
Juriens;VD;Eglise réformée;1968;Evangelisch-reformiert;Kirche;Lavenex, Paul;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f0500/523_vd_juriens_eglise_rforme/index_ger.html;523
Grandson;VD;St Jean-Baptiste;1969 - 1970;Römisch-katholisch;Kirche;Dolci, Aldo;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f0500/524_vd_grandson_st_jean_baptiste/index_ger.html;524
Oron-La-Ville;VD;L'Immaculée Conception;1953 - 1954;Römisch-katholisch;Kirche;Dumas, Pierre;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f0500/525_vd_oron_la_ville_l_immacule_conception/index_ger.html;525
Forel-sur-Lucens;VD;Eglise réformée;1951;Evangelisch-reformiert;Kirche;Brivel, Louis;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f0500/526_vd_forel_sur_lucens_eglise_rforme/index_ger.html;526
Lovatens;VD;Eglise réformée;1961;Evangelisch-reformiert;Kirche;;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f0500/527_vd_lovatens_eglise_rforme/index_ger.html;527
Lucens;VD;Eglise catholique;1964;Römisch-katholisch;Kirche;Margot, Pierre;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f0500/528_vd_lucens_eglise_catholique/index_ger.html;528
Granges-près-Marnand (Valbroye);VD;St-Jean l'Évangéliste;1963;Römisch-katholisch;Kirche;Dumas, Pierre;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f0500/529_vd_granges_prs_marnand_valbroye_st_jean_l_vangliste/index_ger.html;529
Cully;VD;Notre-Dame-de-Compassion;1964;Römisch-katholisch;Kirche;"Tardin, Paul-Louis; Boschetti, Fonso";https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f0500/530_vd_cully_notre_dame_de_compassion/index_ger.html;530
Vevey;VD;Eglise réformée;1965;Evangelisch-reformiert;Kirche;Blauer, Eugène;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f0500/531_vd_vevey_eglise_rforme/index_ger.html;531
Veytaux;VD;Eglise réformée;1958 - 1959;Evangelisch-reformiert;Kirche;Schmid, René;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f0500/532_vd_veytaux_eglise_rforme/index_ger.html;532
Villlars-sur-Ollon;VD;Eglise catholique;1955 - 1977;Römisch-katholisch;Kirche;Burgener, Marc;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f0500/533_vd_villlars_sur_ollon_eglise_catholique/index_ger.html;533
Petit-Lancy (Lancy);GE;Christ-Roi;1951 - 1954;Römisch-katholisch;Kirche;"Bordigoni, André; Chapatte, Armand";https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f0500/534_ge_lancy_christ_roi/index_ger.html;534
Porrentruy;JU;Centre paroissial protestant;1974 - 1976;Evangelisch-reformiert;Gemeindezentrum;Leuzinger, Claude;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f0500/535_ju_porrentruy_centre_paroissial_protestant/index_ger.html;535
Biel;BE;Centre paroissial Maison Calvin;1959 - 1963;Evangelisch-reformiert;Gemeindezentrum;Niehus, Walter;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f0500/536_be_biel_centre_paroissial_maison_calvin/index_ger.html;536
Delémont;JU;Chapelle St-Joseph;1954;Römisch-katholisch;Kapelle;Gerster, Alban;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f0500/537_ju_delmont_chapelle_st_joseph/index_ger.html;537
Delémont;JU;Chapelle Notre-Dame-de-Montcroix;1950 - 1952;Römisch-katholisch;Kapelle;Bueche, Jeanne;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f0500/538_ju_delmont_chapelle_notre_dame_de_montcroix/index_ger.html;538
Mettembert;JU;Chapelle Ste-Anne;1969 - 1970;Römisch-katholisch;Kapelle;Chèvre, Paul;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f0500/539_ju_mettembert_chapelle_ste_anne/index_ger.html;539
Courchavon;JU;Chapelle St-Nicolas-de-Flüe;1967;Römisch-katholisch;Kapelle;Faivre, Marcel;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f0500/540_ju_courchavon_chapelle_st_nicolas_de_fluee/index_ger.html;540
Pleigne;JU;Chapelle St-Bernard;1960;Römisch-katholisch;Kapelle;;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f0500/541_ju_pleigne_chapelle_st_bernard/index_ger.html;541
Montsevelier;JU;Chapelle St-Grat;1953;Römisch-katholisch;Kapelle;;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f0500/542_ju_montsevelier_chapelle_st_grat/index_ger.html;542
Rossemaison;JU;Chapelle Notre-Dame-de-la-Salette;1969;Römisch-katholisch;Kapelle;Tschumi, Alain G.;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f0500/543_ju_rossemaison_chapelle_notre_dame_de_la_salette/index_ger.html;543
Vellerat;JU;Chapelle Notre-Dame de l'Assomption;1961;Römisch-katholisch;Kapelle;Bueche, Jeanne;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f0500/544_ju_vellerat_chapelle_notre_dame_de_l_assomption/index_ger.html;544
Bassecourt;JU;Chapelle de l'Immaculée-Conception;1957;Römisch-katholisch;Kapelle;Bueche, Jeanne;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f0500/545_ju_bassecourt_chapelle_de_l_immacule_conception/index_ger.html;545
Saulcy;JU;Chapelle de la Ste-Trinité;1979 - 1981;Römisch-katholisch;Kapelle;Casagrande, Sylvio;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f0500/546_ju_saulcy_chapelle_de_la_ste_trinit/index_ger.html;546
Le Peuchapatte;JU;Chapelle Notre-Dame-du-Sacré-Coeur;1971;Römisch-katholisch;Kapelle;Christen, Jean;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f0500/547_ju_le_peuchapatte_chapelle_notre_dame_du_sacr_coeur/index_ger.html;547
Epiquerez (Clos du Doubs);JU;Chapelle St-Nicolas-de-Flüe;1957;Römisch-katholisch;Kapelle;Bueche, Etienne;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f0500/548_ju_epiquerez_clos_du_doubs_chapelle_st_nicolas_de_fluee/index_ger.html;548
Porrentruy;JU;Hôpital, Chapelles;1955 - 1956;Spital;Kapelle;"Kleiber, Charles; Leschot, Marcel";https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f0500/549_ju_porrentruy_hpital_chapelles/index_ger.html;549
Fontenais;JU;Chapelle St-Grat-et-Guérin;1960 - 1962;Römisch-katholisch;Kapelle;;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f0500/550_ju_fontenais_chapelle_st_grat_et_gurin/index_ger.html;550
La Neuveville;BE;Chapelle Notre-Dame-de-l'Assomption;1954;Römisch-katholisch;Kapelle;Bart, August;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f0500/552_be_la_neuveville_chapelle_notre_dame_de_l_assomption/index_ger.html;552
Courtelary;BE;Chapelle Ste-Trinité;1970 - 1971;Römisch-katholisch;Kapelle;Brütsch, Hanns A.;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f0500/553_be_courtelary_chapelle_ste_trinit/index_ger.html;553
Grandson;VD;Chapelle protestante;1967;Evangelisch-reformiert;Kirche;Mercier, Julien;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f0500/554_vd_grandson_chapelle_protestante/index_ger.html;554
Lutry;VD;Centre scolaire et culturel de Corsy, Chapelle oecuménique;1992 - 1997;Ökumenisch;Kapelle;Boschetti, Fonso;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f0500/555_vd_lutry_centre_scolaire_et_culturel_de_corsy_chapelle_oecumnique/index_ger.html;555
Genève;GE;Chapelle Cimetière de Plainpalais;1986;Friedhof;Kapelle;"Gampert, Frédéric; Barro, Robert René";https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f0500/556_ge_genve_chapelle_cimetire_de_plainpalais/index_ger.html;556
Grand-Saconnex;GE;Chapelle Conseil oecuménique des Eglises;1965;Ökumenisch;Kapelle;Moeller, Eric;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f0500/557_ge_grand_saconnex_chapelle_conseil_oecumnique_des_eglises/index_ger.html;557
Lancy;GE;Chapelles funéraires Cimetière de St-Georges;1976 - 1977;Friedhof;Kapelle;"Guex, Edmond; Kirchoff, Gerd";https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f0500/558_ge_lancy_chapelles_funraires_cimetire_de_st_georges/index_ger.html;558
Develier;JU;Monastère du Carmel Notre-Dame-de-la-Solitude;1978 - 1980;Römisch-katholisch;Kloster;Brahier, André;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f0500/559_ju_develier_monastre_du_carmel_notre_dame_de_la_solitude/index_ger.html;559
Les Enfers;JU;Oratoire Notre-Dame;1967;Römisch-katholisch;Kapelle;Chaignat, André;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f0500/560_ju_les_enfers_oratoire_notre_dame/index_ger.html;560
Montignez (Basse-Allaine);JU;Oratoire Notre-Dame-des-Réchennes;1955;Römisch-katholisch;Kapelle;;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f0500/562_ju_montignez_basse_allaine_oratoire_notre_dame_des_rchennes/index_ger.html;562
Romont;FR;Temple;1965;Evangelisch-reformiert;Kirche;;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f0500/563_fr_romont_temple/index_ger.html;563
Sion;VS;Temple protestant;1968 - 1970;Evangelisch-reformiert;Kirche;Schmid, Pierre;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f0500/564_vs_sion_temple_protestant/index_ger.html;564
Cottens;FR;Centre paroissial et Eglise St-Martin;1956 - 1958;Römisch-katholisch;Gemeindezentrum;Dumas, Pierre;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f0500/565_fr_cottens_centre_paroissial_et_eglise_st_martin/index_ger.html;565
Mézières;FR;Notre-Dame-de-la-Nativité;1961;Römisch-katholisch;Kirche;Savoy, André;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f0500/568_fr_mzires_notre_dame_de_la_nativit/index_ger.html;568
Noréaz (Avry);FR;St-Jacques-le-Majeur;1957;Römisch-katholisch;Kirche;Colliard, Marcel;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f0500/569_fr_noraz_avry_st_jacques_le_majeur/index_ger.html;569
